"";"Customer_ID";"EstimatedChurnProbability"
"359";1000653;1
"21182";1042471;1
"23291";1046677;1
"16015";1031990;1
"22435";1044921;0
"21941";1043963;0
"4420";1008733;0
"20715";1041520;1
"16893";1033823;1
"13530";1027138;1
"6246";1012465;1
"7737";1015549;1
"22484";1045022;1
"2734";1005369;1
"8625";1017313;0
"22323";1044714;0
"10392";1020833;0
"17392";1034753;0
"3022";1005961;0
"20096";1040236;0
"1157";1002282;0
"17344";1034671;1
"20739";1041569;1
"5837";1011658;0
"10202";1020435;1
"23590";1047260;1
"4295";1008464;0
"22581";1045238;0
"5051";1009982;1
"13188";1026425;1
"211";1000398;1
"5631";1011239;1
"11853";1023775;1
"13713";1027491;1
"7779";1015620;1
"6932";1013910;1
"24694";1049445;0
"8631";1017327;0
"10635";1021317;1
"2847";1005583;1
"17100";1034218;0
"14667";1029358;0
"10270";1020570;1
"19905";1039863;1
"24881";1049830;0
"21219";1042541;0
"16096";1032171;1
"23567";1047220;1
"7336";1014748;1
"16275";1032559;0
"22998";1046093;1
"5166";1010237;1
"13020";1026098;0
"9554";1019200;0
"10290";1020617;1
"16365";1032734;1
"22830";1045728;0
"24429";1048866;1
"11327";1022675;0
"1555";1003061;1
"2647";1005191;0
"13279";1026640;1
"23085";1046260;1
"10943";1021930;0
"7331";1014736;1
"15025";1030081;1
"1864";1003650;1
"9072";1018223;1
"22607";1045291;1
"14020";1028119;1
"14469";1028973;0
"23675";1047438;0
"7688";1015457;1
"18227";1036415;0
"22179";1044435;1
"4997";1009875;1
"9040";1018159;0
"4072";1008020;1
"14209";1028483;1
"22693";1045449;1
"19187";1038433;0
"19623";1039259;0
"20990";1042064;0
"935";1001808;1
"8881";1017819;1
"19842";1039733;1
"6597";1013232;1
"20518";1041123;1
"19983";1040001;1
"20301";1040675;1
"12285";1024634;0
"10364";1020771;0
"914";1001769;1
"5836";1011655;0
"7245";1014570;1
"18476";1036930;1
"24722";1049510;1
"17778";1035529;1
"24382";1048770;0
"20569";1041233;1
"2309";1004542;1
"13399";1026881;0
"15842";1031664;1
"9484";1019051;0
"3026";1005974;1
"15309";1030617;1
"18670";1037311;0
"17841";1035661;0
"7028";1014121;0
"16469";1032945;1
"2310";1004543;0
"7038";1014138;0
"17870";1035727;1
"11842";1023759;1
"17108";1034235;0
"11082";1022224;0
"4788";1009435;0
"9024";1018125;1
"11871";1023812;1
"24995";1050051;0
"18826";1037642;0
"14475";1028980;0
"19462";1038961;1
"13828";1027738;0
"16765";1033537;1
"22045";1044170;1
"3654";1007201;0
"19847";1039742;0
"20073";1040183;0
"9651";1019400;1
"6768";1013568;1
"10844";1021733;0
"16896";1033826;0
"14836";1029712;1
"18447";1036864;0
"20328";1040730;1
"569";1001055;1
"4307";1008482;1
"14554";1029146;0
"7553";1015198;0
"22185";1044447;0
"8489";1017016;1
"11620";1023285;1
"9873";1019811;0
"19987";1040012;0
"2292";1004508;1
"18916";1037835;1
"22457";1044962;1
"693";1001326;0
"18184";1036332;0
"11704";1023458;0
"23626";1047335;1
"10740";1021513;1
"6111";1012218;1
"15080";1030189;1
"1234";1002436;0
"17328";1034648;0
"21666";1043402;1
"19140";1038347;0
"5040";1009960;0
"12310";1024677;1
"4170";1008209;1
"1401";1002755;0
"13294";1026666;1
"212";1000399;1
"13515";1027114;1
"7280";1014643;0
"6478";1012951;1
"2137";1004207;0
"11454";1022924;0
"15617";1031224;0
"18961";1037931;1
"2946";1005784;0
"626";1001174;0
"10599";1021251;1
"15021";1030071;0
"17573";1035138;1
"17196";1034391;0
"24613";1049245;1
"5177";1010255;1
"20090";1040219;1
"10433";1020921;1
"1940";1003813;0
"3308";1006526;1
"4769";1009403;1
"8787";1017637;1
"5468";1010890;1
"4447";1008780;1
"3476";1006866;0
"16089";1032151;1
"6291";1012553;0
"21382";1042856;0
"14941";1029918;1
"8157";1016339;0
"17975";1035919;1
"176";1000332;0
"8205";1016433;1
"1059";1002101;1
"18768";1037520;0
"12124";1024324;1
"18929";1037874;0
"23858";1047798;1
"3721";1007342;0
"15201";1030408;0
"13285";1026649;0
"7587";1015268;1
"1481";1002916;0
"4187";1008245;0
"24766";1049579;0
"24908";1049881;1
"13110";1026272;0
"11768";1023587;0
"24864";1049799;1
"2866";1005622;1
"5136";1010158;1
"1064";1002107;1
"1218";1002403;0
"18494";1036965;0
"8425";1016864;0
"4538";1008970;0
"20409";1040894;1
"12218";1024520;1
"12212";1024509;0
"14425";1028897;1
"8965";1017994;1
"15696";1031396;0
"16919";1033867;0
"7716";1015505;0
"17396";1034763;0
"5602";1011173;1
"4033";1007949;0
"18584";1037148;0
"1552";1003056;0
"7087";1014245;0
"1842";1003610;0
"5305";1010531;0
"13934";1027936;0
"21103";1042299;1
"2424";1004759;0
"9532";1019155;1
"16894";1033824;1
"11186";1022402;1
"6681";1013389;0
"1759";1003466;1
"2398";1004718;0
"15113";1030242;0
"11286";1022595;1
"24508";1049022;1
"7720";1015513;0
"1813";1003565;0
"7570";1015229;1
"14254";1028569;0
"15230";1030451;1
"20129";1040315;1
"9922";1019908;0
"7770";1015607;0
"13291";1026658;1
"331";1000606;0
"11799";1023654;1
"17101";1034221;1
"10798";1021638;0
"13889";1027851;1
"13620";1027307;1
"21639";1043349;0
"18037";1036043;0
"10777";1021594;0
"23021";1046137;0
"22874";1045809;0
"2635";1005169;1
"15252";1030499;1
"6421";1012823;1
"16938";1033901;1
"18676";1037327;1
"11172";1022376;0
"12727";1025509;1
"6786";1013610;1
"11364";1022747;0
"12673";1025397;1
"25155";1050371;1
"11488";1023006;1
"7192";1014455;0
"4981";1009849;0
"24915";1049891;1
"2069";1004072;0
"22652";1045369;0
"11656";1023379;0
"6373";1012724;1
"18056";1036083;0
"6820";1013670;1
"21764";1043590;0
"13087";1026232;0
"20966";1042012;1
"14152";1028369;1
"1352";1002668;0
"7741";1015556;0
"11017";1022078;1
"3255";1006425;1
"4150";1008172;1
"8537";1017127;1
"23764";1047629;0
"20985";1042052;1
"16594";1033166;0
"19392";1038851;1
"5370";1010673;1
"11340";1022700;1
"14473";1028978;1
"706";1001350;1
"7343";1014758;0
"12821";1025668;1
"22809";1045692;1
"24035";1048131;0
"12121";1024319;0
"1920";1003776;0
"8958";1017979;1
"17152";1034318;1
"3111";1006144;1
"1713";1003369;0
"13589";1027242;1
"20686";1041469;0
"20207";1040465;0
"14198";1028463;0
"7267";1014615;0
"24543";1049089;1
"25074";1050207;1
"2085";1004108;1
"1598";1003137;1
"18935";1037885;0
"13719";1027501;0
"8775";1017614;1
"6624";1013278;0
"9314";1018732;1
"20870";1041845;1
"22295";1044647;0
"6028";1012050;1
"1330";1002628;0
"20020";1040074;0
"9006";1018087;0
"13767";1027622;0
"10801";1021641;0
"15867";1031708;0
"17551";1035088;1
"14458";1028955;0
"12297";1024654;0
"17524";1035030;0
"18652";1037272;0
"22327";1044728;1
"12692";1025436;1
"9307";1018722;1
"2322";1004574;0
"10614";1021279;0
"7243";1014560;1
"19417";1038890;1
"8160";1016342;1
"1493";1002944;0
"10727";1021490;0
"25087";1050234;0
"12936";1025901;1
"14712";1029474;0
"15945";1031856;1
"18548";1037072;0
"21552";1043189;0
"22073";1044221;1
"5706";1011383;1
"15933";1031840;1
"9233";1018573;1
"5665";1011309;1
"15406";1030807;0
"11565";1023181;1
"12301";1024663;1
"2599";1005103;0
"18504";1036978;1
"8298";1016593;1
"21023";1042138;0
"23879";1047838;1
"5322";1010555;0
"10336";1020709;0
"10991";1022025;0
"6426";1012836;1
"17855";1035693;1
"22823";1045711;1
"8932";1017937;0
"9683";1019471;0
"8437";1016893;1
"1921";1003779;1
"8471";1016970;1
"12384";1024828;0
"5943";1011890;0
"8661";1017393;0
"17291";1034577;1
"9557";1019210;0
"19129";1038312;0
"4702";1009272;0
"8309";1016611;0
"18648";1037266;1
"23102";1046292;0
"15851";1031682;0
"7988";1016023;1
"24869";1049809;1
"24927";1049914;1
"21367";1042835;1
"16782";1033587;0
"22627";1045323;1
"10299";1020634;0
"6022";1012040;0
"13378";1026838;0
"4514";1008917;0
"3033";1005987;1
"15453";1030902;1
"16254";1032520;0
"24030";1048124;1
"21518";1043123;1
"17278";1034550;0
"20431";1040944;1
"12079";1024235;1
"19015";1038053;0
"24697";1049455;1
"21505";1043098;0
"13002";1026053;1
"11369";1022753;0
"13989";1028059;0
"18169";1036299;0
"24295";1048588;0
"17198";1034394;0
"17249";1034493;1
"24036";1048133;1
"3323";1006564;0
"17180";1034369;0
"1205";1002380;0
"17491";1034961;0
"18606";1037186;1
"4478";1008848;1
"20896";1041888;1
"16377";1032765;1
"15223";1030440;1
"9403";1018896;1
"13329";1026751;0
"16357";1032716;0
"24913";1049888;0
"18722";1037422;1
"9801";1019666;0
"3696";1007287;1
"7004";1014069;0
"21310";1042725;1
"12839";1025696;0
"8061";1016151;0
"22706";1045480;1
"3980";1007842;1
"1659";1003268;0
"19399";1038859;0
"19330";1038726;1
"16430";1032868;0
"4965";1009809;0
"14540";1029105;0
"15343";1030679;0
"15";1000026;0
"10555";1021174;0
"6745";1013513;1
"18759";1037500;0
"15690";1031388;0
"313";1000574;1
"22862";1045788;1
"4823";1009523;0
"9569";1019228;1
"17866";1035718;0
"11084";1022227;0
"6643";1013317;0
"9039";1018157;1
"25039";1050134;1
"19569";1039155;1
"17478";1034934;1
"330";1000605;1
"5650";1011281;1
"23854";1047791;0
"7848";1015750;0
"24581";1049185;1
"9769";1019622;0
"20027";1040087;0
"7020";1014099;0
"10081";1020215;0
"17694";1035378;0
"12639";1025324;0
"879";1001691;0
"23808";1047724;1
"10926";1021895;0
"21915";1043902;1
"13183";1026411;1
"586";1001096;0
"11590";1023224;0
"11800";1023655;1
"19039";1038112;0
"21286";1042676;0
"15167";1030349;0
"15893";1031761;1
"4772";1009406;0
"18853";1037702;0
"5691";1011359;1
"19209";1038477;0
"24997";1050053;0
"2387";1004691;1
"22969";1046029;1
"12586";1025220;0
"3427";1006776;1
"7350";1014780;0
"2980";1005862;1
"25018";1050089;0
"11463";1022940;0
"19294";1038648;0
"11109";1022266;1
"21580";1043238;0
"15250";1030496;0
"14910";1029862;1
"17603";1035201;0
"12069";1024212;1
"1159";1002285;1
"9817";1019696;0
"7216";1014499;1
"9201";1018514;1
"1138";1002234;0
"8611";1017283;1
"23180";1046459;1
"23356";1046812;1
"4554";1009004;1
"21553";1043191;1
"8786";1017635;1
"21507";1043102;1
"24034";1048129;1
"20784";1041672;1
"17034";1034092;0
"5746";1011467;0
"15877";1031729;0
"2359";1004641;1
"19979";1039995;1
"12762";1025557;1
"14848";1029748;0
"8944";1017957;1
"3053";1006021;0
"18368";1036710;1
"19576";1039169;0
"10598";1021250;0
"18430";1036827;1
"13715";1027493;1
"10032";1020125;1
"20141";1040333;0
"20218";1040491;0
"19910";1039871;1
"13226";1026509;1
"12118";1024314;0
"23432";1046960;1
"1915";1003767;0
"23280";1046656;1
"984";1001947;0
"6091";1012173;1
"2468";1004846;1
"13099";1026254;0
"16602";1033181;1
"3268";1006453;0
"8579";1017220;0
"11298";1022617;1
"5045";1009965;0
"2969";1005844;0
"9151";1018413;0
"22980";1046057;1
"14757";1029571;1
"22944";1045965;1
"6964";1013972;1
"9219";1018544;1
"6632";1013292;0
"14118";1028309;0
"20537";1041165;0
"19360";1038786;0
"7804";1015668;0
"9312";1018730;1
"6852";1013739;1
"4079";1008037;0
"10300";1020637;1
"13860";1027794;1
"9118";1018334;1
"13222";1026501;1
"10602";1021255;1
"5765";1011499;1
"16668";1033327;0
"7654";1015400;0
"19624";1039262;1
"12937";1025904;1
"20162";1040374;0
"10550";1021167;0
"7324";1014726;1
"6767";1013565;0
"629";1001178;0
"18028";1036027;1
"14301";1028651;0
"23089";1046267;0
"7666";1015423;0
"13446";1026972;0
"7693";1015465;0
"21581";1043239;0
"21942";1043966;0
"13798";1027686;0
"17634";1035265;0
"3858";1007621;1
"11855";1023780;0
"3488";1006893;0
"24183";1048391;0
"533";1000989;0
"2394";1004711;0
"16323";1032647;0
"17735";1035461;0
"11646";1023361;1
"8278";1016555;0
"11693";1023435;0
"12531";1025112;0
"14005";1028091;0
"24800";1049663;0
"22600";1045276;1
"5646";1011269;0
"14007";1028093;1
"22894";1045852;0
"13007";1026064;0
"6646";1013323;1
"18473";1036923;1
"19251";1038566;0
"1375";1002712;1
"20606";1041301;1
"4469";1008830;1
"16200";1032393;0
"8311";1016618;0
"426";1000784;1
"9527";1019141;0
"14103";1028278;0
"25146";1050351;0
"9848";1019762;0
"23440";1046972;1
"11156";1022343;0
"6975";1013992;0
"9080";1018251;1
"744";1001435;1
"14303";1028658;0
"8827";1017718;1
"20477";1041046;0
"24735";1049529;1
"23355";1046811;0
"19826";1039701;1
"11486";1023001;0
"4137";1008142;1
"14293";1028640;0
"6179";1012343;0
"9165";1018442;0
"1944";1003817;0
"14934";1029903;0
"14312";1028671;1
"16368";1032738;0
"8431";1016884;0
"18993";1038010;0
"14347";1028738;0
"4570";1009026;1
"15381";1030759;1
"8855";1017775;1
"22328";1044732;1
"13958";1027978;1
"23768";1047636;0
"15489";1030964;0
"19378";1038822;1
"6758";1013547;1
"4582";1009054;1
"1485";1002933;1
"17304";1034602;0
"573";1001063;0
"15175";1030361;1
"913";1001765;1
"19554";1039126;1
"2800";1005493;0
"11637";1023338;0
"876";1001687;0
"10231";1020485;0
"6282";1012535;1
"24152";1048338;0
"11819";1023703;1
"19419";1038892;0
"4510";1008912;1
"11033";1022123;0
"20799";1041698;0
"19411";1038880;0
"2360";1004642;1
"3265";1006443;0
"9734";1019567;1
"12030";1024143;1
"21801";1043657;0
"10060";1020180;1
"7846";1015745;0
"8343";1016687;0
"9896";1019853;1
"2289";1004501;0
"21221";1042543;0
"20952";1041989;0
"6157";1012309;1
"11551";1023153;1
"8592";1017243;1
"20413";1040902;0
"11211";1022447;1
"21779";1043617;0
"20357";1040788;1
"8756";1017579;1
"12314";1024681;0
"9764";1019616;1
"12097";1024278;1
"10909";1021863;0
"14557";1029149;0
"4866";1009617;1
"11571";1023195;1
"25084";1050227;1
"21990";1044062;0
"17239";1034470;1
"18481";1036939;0
"3617";1007131;0
"22535";1045135;0
"21617";1043301;1
"23974";1048014;1
"10848";1021740;0
"14942";1029920;1
"16296";1032598;0
"13459";1027000;0
"20565";1041225;1
"21229";1042556;0
"930";1001800;0
"6625";1013282;0
"3127";1006172;1
"13875";1027823;1
"7155";1014389;0
"20524";1041133;0
"23731";1047554;0
"20628";1041341;0
"19471";1038975;0
"8510";1017075;1
"2749";1005408;1
"14542";1029111;0
"21744";1043552;1
"16497";1033000;1
"9865";1019796;0
"17712";1035416;1
"8662";1017398;0
"21196";1042498;1
"10505";1021084;1
"20550";1041193;0
"25140";1050334;1
"24373";1048756;0
"12126";1024327;1
"2729";1005359;0
"15861";1031701;1
"20971";1042020;1
"19652";1039319;1
"15088";1030201;1
"21922";1043911;1
"860";1001643;1
"13174";1026402;0
"10906";1021858;1
"7632";1015350;1
"12829";1025679;0
"8638";1017345;0
"13173";1026401;0
"5990";1011970;1
"11603";1023256;0
"21893";1043849;1
"14922";1029882;0
"19119";1038284;0
"9927";1019917;1
"1929";1003796;1
"8376";1016764;1
"1662";1003271;1
"15581";1031154;0
"18817";1037623;1
"24404";1048813;1
"10286";1020606;1
"16454";1032918;1
"3811";1007532;1
"24677";1049415;0
"12024";1024129;0
"3283";1006488;1
"8927";1017927;0
"8225";1016469;1
"15847";1031674;1
"4017";1007915;0
"2259";1004442;1
"15099";1030219;1
"21660";1043386;1
"321";1000584;0
"19764";1039561;1
"20626";1041336;1
"3487";1006890;0
"12479";1025013;1
"21635";1043342;1
"19128";1038311;1
"18937";1037891;0
"3415";1006751;0
"23062";1046217;1
"2049";1004026;1
"9585";1019260;0
"2277";1004481;1
"7780";1015621;0
"15596";1031185;1
"12010";1024106;0
"164";1000306;1
"22918";1045904;0
"3938";1007756;1
"19898";1039853;0
"6009";1012015;0
"11277";1022583;1
"15906";1031786;0
"10356";1020755;0
"5604";1011178;0
"12164";1024408;0
"3824";1007555;0
"23587";1047256;1
"789";1001507;1
"4320";1008512;0
"8640";1017349;0
"12891";1025815;1
"2295";1004516;0
"8285";1016566;1
"5600";1011170;1
"15962";1031888;1
"10611";1021271;0
"20184";1040418;1
"8474";1016980;1
"7496";1015087;0
"17471";1034924;1
"22014";1044107;1
"3725";1007354;0
"20414";1040904;0
"21118";1042328;0
"13389";1026864;1
"14945";1029926;0
"19329";1038725;0
"22383";1044832;1
"8409";1016831;1
"19500";1039023;1
"1535";1003026;0
"6770";1013570;0
"15795";1031583;0
"828";1001576;0
"21020";1042132;0
"13507";1027103;0
"13927";1027924;0
"23811";1047729;1
"16405";1032827;1
"4573";1009031;1
"4265";1008403;1
"6844";1013715;0
"19977";1039991;1
"21892";1043848;1
"2968";1005842;0
"20376";1040827;0
"14205";1028475;0
"8330";1016660;1
"15517";1031022;1
"1496";1002958;1
"960";1001857;0
"18656";1037279;1
"15859";1031699;0
"20735";1041559;0
"21249";1042604;1
"6970";1013985;0
"24159";1048350;1
"25029";1050106;1
"13277";1026637;0
"4361";1008604;1
"16779";1033570;1
"5748";1011469;0
"17574";1035139;0
"20438";1040961;1
"14693";1029429;1
"11815";1023692;1
"3778";1007461;0
"23782";1047672;0
"14904";1029853;1
"6100";1012196;0
"1727";1003401;1
"7132";1014331;1
"4104";1008084;1
"4388";1008669;0
"7487";1015063;1
"16941";1033907;1
"12979";1025995;1
"21544";1043172;0
"4916";1009716;0
"11901";1023869;0
"23687";1047459;1
"13910";1027885;0
"18024";1036019;1
"11711";1023471;0
"10873";1021789;1
"23313";1046733;1
"24547";1049098;1
"21856";1043779;1
"7754";1015576;1
"16957";1033937;1
"16191";1032376;1
"67";1000113;0
"6344";1012665;1
"25076";1050215;0
"16257";1032526;0
"6253";1012479;1
"23710";1047507;1
"7532";1015155;1
"14353";1028747;1
"19530";1039082;1
"6136";1012262;0
"16466";1032937;0
"6235";1012445;0
"15115";1030244;0
"12244";1024564;0
"18072";1036106;0
"17766";1035508;0
"7352";1014785;0
"7321";1014721;1
"15864";1031705;1
"5971";1011933;1
"5859";1011716;0
"13520";1027122;0
"24471";1048954;0
"6928";1013899;0
"21556";1043195;0
"15926";1031825;0
"14336";1028706;0
"22777";1045633;1
"18422";1036814;1
"18919";1037841;1
"6642";1013315;0
"20991";1042067;0
"5227";1010375;1
"16772";1033549;1
"767";1001470;0
"4963";1009802;1
"8349";1016703;0
"23433";1046964;1
"5257";1010438;0
"6148";1012283;1
"8122";1016272;0
"5294";1010514;1
"11568";1023189;0
"7296";1014673;1
"3085";1006083;0
"6383";1012750;0
"2685";1005273;0
"21857";1043781;1
"6307";1012583;1
"9379";1018843;0
"21534";1043149;1
"8131";1016291;1
"7122";1014310;0
"63";1000104;1
"16623";1033241;0
"2844";1005578;1
"1654";1003255;0
"15476";1030939;1
"7736";1015547;0
"14092";1028244;1
"1523";1003004;1
"19153";1038365;1
"23023";1046142;1
"4641";1009160;0
"14022";1028125;0
"3384";1006683;1
"23208";1046521;1
"15537";1031059;0
"6090";1012171;0
"933";1001806;0
"22000";1044077;1
"3225";1006362;0
"13883";1027839;1
"16503";1033013;1
"13155";1026364;1
"23464";1047027;1
"17149";1034313;1
"12083";1024251;1
"6787";1013612;0
"7099";1014265;1
"23686";1047456;0
"4735";1009335;0
"13505";1027101;1
"18713";1037404;1
"19284";1038623;1
"20247";1040557;0
"4741";1009351;1
"13216";1026491;0
"17796";1035561;1
"20887";1041875;1
"24713";1049494;0
"1311";1002595;1
"19124";1038307;1
"8732";1017537;1
"3417";1006753;0
"23988";1048039;0
"10486";1021043;0
"11356";1022729;0
"4046";1007965;1
"18415";1036802;1
"24615";1049249;1
"3234";1006378;1
"7852";1015762;0
"7419";1014912;1
"12159";1024401;0
"15992";1031942;0
"12483";1025021;1
"11496";1023023;1
"21424";1042945;0
"16764";1033536;0
"7733";1015541;0
"15427";1030847;1
"21031";1042159;0
"8324";1016649;1
"6288";1012545;1
"2097";1004129;0
"12142";1024364;0
"7180";1014433;0
"24601";1049229;0
"11067";1022193;1
"7377";1014829;1
"21111";1042317;1
"13701";1027465;0
"8313";1016622;0
"23056";1046206;1
"1390";1002734;0
"16039";1032039;0
"7193";1014456;1
"9330";1018756;1
"11896";1023854;1
"21827";1043702;0
"791";1001511;1
"23870";1047825;1
"16694";1033385;1
"13295";1026667;1
"4590";1009072;1
"8113";1016255;0
"9333";1018764;1
"4945";1009772;1
"484";1000900;0
"1185";1002334;0
"17826";1035625;0
"916";1001771;0
"22539";1045148;1
"1729";1003403;0
"18950";1037912;0
"10971";1021992;1
"7739";1015553;0
"8998";1018071;1
"1848";1003621;1
"17499";1034979;1
"11511";1023062;0
"9958";1019981;1
"14094";1028247;0
"14713";1029477;0
"2173";1004273;1
"10815";1021669;1
"8922";1017915;0
"18090";1036140;0
"6991";1014027;1
"3375";1006673;1
"6726";1013482;1
"20556";1041200;1
"23797";1047702;0
"2563";1005049;1
"2094";1004124;1
"8461";1016943;1
"23720";1047529;1
"8506";1017049;1
"5711";1011393;0
"10146";1020328;0
"23629";1047340;1
"1540";1003033;1
"21793";1043640;0
"19874";1039809;1
"16033";1032031;1
"2579";1005071;1
"7072";1014214;1
"14405";1028855;1
"17026";1034070;0
"8109";1016243;1
"4786";1009432;1
"14809";1029665;0
"1754";1003455;0
"21041";1042180;0
"25139";1050331;1
"23762";1047627;1
"9159";1018428;1
"458";1000855;1
"19348";1038761;1
"23914";1047901;0
"3146";1006211;0
"7772";1015609;1
"2332";1004596;1
"22598";1045271;0
"8644";1017355;0
"2943";1005778;0
"14792";1029635;0
"6662";1013356;1
"5887";1011773;0
"6305";1012577;0
"17332";1034652;1
"18335";1036642;0
"2812";1005521;0
"11878";1023827;1
"8988";1018044;1
"7936";1015929;0
"10842";1021730;0
"20655";1041411;1
"2252";1004433;0
"18837";1037661;0
"8124";1016278;0
"13449";1026976;1
"8901";1017866;0
"2234";1004393;1
"15560";1031116;0
"3855";1007614;0
"1502";1002967;0
"24672";1049399;1
"6936";1013916;0
"20385";1040844;0
"1315";1002602;0
"24143";1048320;1
"22068";1044211;1
"19866";1039794;0
"7319";1014717;0
"19270";1038596;0
"14705";1029457;1
"3403";1006727;1
"4108";1008090;1
"20209";1040469;1
"11447";1022906;1
"15818";1031622;1
"8730";1017533;1
"12449";1024968;1
"14873";1029790;0
"6200";1012379;1
"6661";1013355;1
"18124";1036216;1
"13394";1026872;1
"3844";1007591;1
"13153";1026360;0
"3645";1007185;1
"15748";1031497;0
"3491";1006897;0
"11607";1023263;0
"1092";1002148;1
"23593";1047264;0
"5614";1011194;1
"10156";1020339;1
"2711";1005324;1
"12278";1024621;0
"23250";1046597;1
"13933";1027935;1
"16056";1032069;0
"24870";1049812;1
"17759";1035498;0
"4034";1007951;1
"22123";1044310;0
"24754";1049561;1
"9237";1018579;0
"19707";1039427;1
"11619";1023284;0
"12095";1024273;0
"1475";1002907;0
"11310";1022646;1
"14603";1029239;1
"11822";1023706;0
"4930";1009745;1
"21638";1043346;1
"10535";1021135;0
"20374";1040825;1
"15306";1030614;1
"23249";1046596;0
"21024";1042140;1
"4527";1008946;0
"10042";1020142;0
"17168";1034349;0
"17220";1034427;0
"6797";1013632;1
"17336";1034658;0
"6693";1013410;1
"17391";1034752;0
"14410";1028872;0
"2417";1004747;0
"24047";1048154;1
"11312";1022649;0
"16328";1032657;1
"13408";1026902;0
"8663";1017399;1
"21149";1042387;0
"23067";1046231;1
"13400";1026884;1
"20381";1040838;0
"7732";1015540;0
"21802";1043658;0
"17158";1034337;1
"23544";1047179;1
"17737";1035463;1
"20326";1040724;0
"14066";1028198;0
"18703";1037389;1
"12974";1025976;1
"5854";1011699;1
"9540";1019165;1
"8327";1016653;1
"5483";1010935;0
"21300";1042705;1
"17881";1035746;1
"12951";1025939;1
"20627";1041338;1
"13770";1027628;0
"13451";1026978;1
"21788";1043630;0
"16118";1032212;1
"15676";1031365;1
"11194";1022412;0
"16989";1033991;1
"7347";1014769;1
"23380";1046852;0
"18590";1037156;1
"9138";1018389;1
"12113";1024309;1
"15658";1031330;1
"9841";1019751;0
"8766";1017595;1
"22063";1044204;0
"6354";1012686;0
"24483";1048975;1
"9609";1019312;0
"9020";1018115;1
"23966";1047996;1
"24188";1048398;0
"976";1001919;0
"22542";1045157;1
"6727";1013484;0
"13632";1027331;1
"13680";1027425;1
"23004";1046108;0
"2466";1004842;0
"1947";1003824;1
"11037";1022130;1
"24007";1048075;0
"5968";1011928;0
"127";1000232;1
"16988";1033990;0
"20864";1041835;1
"14785";1029623;1
"20181";1040409;0
"2910";1005707;0
"6667";1013363;1
"14887";1029815;0
"10688";1021417;0
"13914";1027892;0
"16121";1032216;1
"3616";1007129;1
"24389";1048782;1
"24857";1049773;0
"3091";1006097;1
"8420";1016853;1
"17926";1035834;1
"14183";1028428;0
"13786";1027660;1
"1804";1003548;0
"1191";1002346;0
"14518";1029061;1
"8653";1017378;1
"20953";1041990;0
"18202";1036365;0
"23983";1048028;0
"8960";1017981;1
"1766";1003475;1
"21193";1042494;1
"10359";1020763;0
"24576";1049177;0
"18328";1036630;0
"17535";1035047;1
"20543";1041178;0
"4087";1008056;0
"19184";1038429;1
"3019";1005955;0
"22155";1044386;1
"682";1001296;0
"7660";1015411;1
"7723";1015519;0
"20731";1041552;0
"15301";1030604;1
"8222";1016466;1
"3734";1007369;1
"23168";1046436;1
"14365";1028770;0
"18120";1036208;1
"1326";1002622;0
"18707";1037395;1
"22946";1045967;1
"8785";1017631;1
"5349";1010620;1
"16195";1032383;0
"13363";1026809;0
"11284";1022593;1
"20052";1040144;1
"4458";1008810;0
"16446";1032908;1
"10030";1020123;1
"768";1001473;1
"559";1001039;0
"405";1000734;0
"24642";1049324;0
"24669";1049392;0
"10475";1021014;1
"17014";1034036;0
"6629";1013289;1
"18778";1037537;0
"14165";1028397;1
"6815";1013660;1
"10794";1021634;1
"12769";1025571;0
"9496";1019072;0
"24132";1048302;0
"11756";1023563;0
"12492";1025038;0
"6807";1013647;0
"18861";1037719;1
"9663";1019434;0
"13533";1027144;1
"11125";1022291;1
"2342";1004611;1
"3849";1007601;1
"24031";1048125;1
"11951";1023986;0
"21101";1042290;1
"1628";1003199;1
"14325";1028690;0
"18162";1036281;1
"11805";1023661;0
"23698";1047486;1
"24490";1048991;1
"22166";1044409;0
"20499";1041081;1
"14331";1028701;0
"23616";1047319;1
"6561";1013144;1
"3976";1007834;1
"19722";1039466;0
"4907";1009697;0
"2192";1004312;1
"4515";1008919;1
"2631";1005165;0
"19767";1039566;1
"8010";1016066;1
"10897";1021839;0
"2874";1005635;0
"24695";1049448;1
"10829";1021700;1
"6706";1013430;1
"16733";1033469;1
"2551";1005030;1
"16141";1032266;0
"4133";1008133;0
"14016";1028113;1
"16458";1032925;1
"15332";1030659;0
"24768";1049588;1
"685";1001303;1
"24468";1048948;1
"19138";1038336;0
"17044";1034108;1
"14305";1028660;0
"24478";1048964;1
"6327";1012619;1
"5682";1011346;0
"6161";1012315;1
"12781";1025594;1
"22762";1045604;1
"9052";1018182;0
"19150";1038359;0
"174";1000329;0
"7250";1014582;1
"8772";1017610;1
"18221";1036402;0
"15180";1030366;0
"20624";1041333;1
"3128";1006173;1
"11816";1023694;1
"25085";1050229;1
"23839";1047770;1
"17668";1035325;1
"3393";1006699;0
"25000";1050058;1
"11271";1022572;1
"23353";1046806;1
"18892";1037793;0
"14378";1028802;1
"20555";1041199;0
"8572";1017209;1
"24020";1048106;1
"12351";1024754;0
"16433";1032881;1
"15713";1031431;0
"9582";1019256;1
"11141";1022314;0
"18776";1037535;1
"1432";1002818;1
"12005";1024097;1
"11371";1022757;1
"3940";1007758;0
